epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,124.305,4.68925,7.3724,1.92549,0,0,0,0,3.54185,5.3699,1.25158,0.00018577,0.00018577,0.00018577
2,223.074,3.37234,4.69028,1.18964,0,0,0,0,4.15923,5.72319,1.40377,0.000373098,0.000373098,0.000373098
3,320.677,2.85017,3.5464,1.09201,0.0006,0.00407,0.00036,7e-05,3.1465,5.06233,1.21619,0.000547221,0.000547221,0.000547221
4,419.2,2.54244,2.96331,1.02076,0.00375,0.03639,0.00232,0.00043,2.76259,4.50325,1.09087,0.000708141,0.000708141,0.000708141
5,28362.4,2.48608,2.69614,1.01407,0.00827,0.15273,0.00763,0.00205,2.48006,4.2047,1.03433,0.000855857,0.000855857,0.000855857
6,28504.8,2.41173,2.51998,1.00572,0.01855,0.53446,0.12279,0.04502,2.24771,3.47673,0.97274,0.000990368,0.000990368,0.000990368
7,28619.9,2.2609,2.29795,0.96179,0.01799,0.59814,0.24122,0.10169,2.11533,3.28874,0.9515,0.00111168,0.00111168,0.00111168
8,31368.1,2.18759,2.0896,0.96776,0.2976,0.25043,0.26022,0.09088,2.16935,2.83557,0.94932,0.0010989,0.0010989,0.0010989
9,31468.5,2.24329,2.04879,0.96349,0.34389,0.34125,0.43353,0.17432,1.98541,2.39746,0.92587,0.00105174,0.00105174,0.00105174
10,31580.8,2.15587,1.91673,0.94339,0.53839,0.52127,0.54604,0.22744,2.06814,2.16345,0.93914,0.00100459,0.00100459,0.00100459
11,31680.7,2.07657,1.78331,0.93175,0.56687,0.63598,0.59844,0.24798,2.01082,1.913,0.9324,0.00095743,0.00095743,0.00095743
12,31779.6,2.05053,1.7495,0.92435,0.55863,0.64084,0.61382,0.24287,2.02863,1.82401,0.93262,0.000910273,0.000910273,0.000910273
13,31878.9,2.01483,1.70199,0.92929,0.54292,0.70694,0.60838,0.27076,1.88011,1.64939,0.91948,0.000863116,0.000863116,0.000863116
14,31982.4,1.98326,1.63602,0.91246,0.55821,0.68517,0.6162,0.25061,1.96311,1.86656,0.92265,0.000815959,0.000815959,0.000815959
15,32087.6,1.97558,1.6103,0.934,0.62684,0.6657,0.6259,0.27177,1.83666,1.58757,0.91207,0.000768802,0.000768802,0.000768802
16,32191.1,1.94759,1.58266,0.9162,0.58935,0.75533,0.66475,0.26781,1.94099,1.56006,0.92213,0.000721645,0.000721645,0.000721645
17,32307.9,1.90746,1.49982,0.92087,0.59755,0.76867,0.70614,0.31931,1.82186,1.51792,0.90563,0.000674488,0.000674488,0.000674488
18,32422.8,1.84435,1.4323,0.90519,0.62092,0.68564,0.71812,0.31359,1.89993,1.53816,0.90979,0.000627331,0.000627331,0.000627331
19,32538.8,1.82791,1.41659,0.89692,0.62435,0.777,0.73587,0.32763,1.81727,1.44074,0.89672,0.000580174,0.000580174,0.000580174
20,32654.3,1.81855,1.38458,0.90012,0.58802,0.79408,0.75406,0.32922,1.84479,1.44593,0.90302,0.000533017,0.000533017,0.000533017
21,32769.5,1.81359,1.38435,0.92453,0.63593,0.72125,0.75252,0.33854,1.89898,1.47061,0.90632,0.00048586,0.00048586,0.00048586
22,32882.4,1.80281,1.35456,0.91871,0.72883,0.72001,0.79025,0.36374,1.8359,1.35391,0.90453,0.000438703,0.000438703,0.000438703
23,32995.8,1.77284,1.29857,0.91859,0.78693,0.67287,0.80965,0.34136,1.96272,1.37937,0.91509,0.000391546,0.000391546,0.000391546
24,33100.8,1.76852,1.31019,0.91498,0.81875,0.79055,0.85114,0.38991,1.80882,1.29339,0.89895,0.000344389,0.000344389,0.000344389
25,33211.4,1.70828,1.25095,0.90228,0.7491,0.81094,0.85776,0.37716,1.85752,1.31641,0.8954,0.000297232,0.000297232,0.000297232
26,33317.5,1.66922,1.21491,0.89887,0.78875,0.78357,0.84642,0.38761,1.79235,1.27717,0.89394,0.000250075,0.000250075,0.000250075
27,33425.7,1.64819,1.19416,0.89626,0.84073,0.74567,0.85566,0.37509,1.86628,1.2861,0.89902,0.000202918,0.000202918,0.000202918
28,33530.9,1.66157,1.19522,0.89634,0.90697,0.77214,0.87824,0.39441,1.79801,1.23282,0.89223,0.000155761,0.000155761,0.000155761
29,33639.2,1.62762,1.15824,0.89881,0.88779,0.77728,0.87367,0.39482,1.79922,1.24135,0.89022,0.000108604,0.000108604,0.000108604
30,33746.2,1.60938,1.1399,0.88829,0.89174,0.78475,0.87781,0.39381,1.79291,1.24521,0.88867,6.1447e-05,6.1447e-05,6.1447e-05
