epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,26.414,3.66478,7.59304,1.53134,0.27801,0.38406,0.26132,0.0705,2.51334,17.0538,1.12857,0.000462324,0.000462324,0.000462324
2,57.7864,2.27996,1.65189,0.98803,0.22051,0.29754,0.18404,0.05775,2.5893,2.86609,1.076,0.000920071,0.000920071,0.000920071
3,81.712,2.1752,1.39318,0.96879,0.16058,0.53615,0.15794,0.06247,2.12209,inf,0.99881,0.00135896,0.00135896,0.00135896
4,106.197,2.09717,1.31561,0.94484,0.20679,0.34859,0.13591,0.05566,2.14897,inf,1.01641,0.00134412,0.00134412,0.00134412
5,130.511,2.06464,1.21058,0.94098,0.68015,0.64653,0.6782,0.26076,2.01363,1.44674,0.95885,0.00131582,0.00131582,0.00131582
6,155.631,1.9597,1.11779,0.92876,0.75676,0.48738,0.65306,0.22895,2.21517,1.45408,0.97431,0.00128753,0.00128753,0.00128753
7,178.972,1.945,1.0694,0.92523,0.736,0.74249,0.78138,0.30599,1.91648,1.11985,0.92637,0.00125923,0.00125923,0.00125923
8,204.892,1.90649,1.02219,0.92234,0.72043,0.74292,0.80279,0.34391,1.80543,1.12264,0.91351,0.00123094,0.00123094,0.00123094
9,229.341,1.87455,0.97269,0.91256,0.83118,0.78652,0.89579,0.37746,1.83066,1.00367,0.91485,0.00120265,0.00120265,0.00120265
10,254.186,1.8427,0.92725,0.90999,0.88286,0.89074,0.91916,0.4005,1.71749,0.93783,0.89728,0.00117435,0.00117435,0.00117435
11,278.131,1.81586,0.91862,0.90255,0.90095,0.86525,0.90536,0.42345,1.74988,0.87653,0.90195,0.00114606,0.00114606,0.00114606
12,303.985,1.75696,0.89001,0.90593,0.85279,0.69121,0.8066,0.31321,2.1114,1.08886,0.94083,0.00111776,0.00111776,0.00111776
13,328.219,1.76148,0.87501,0.88808,0.92639,0.89553,0.94408,0.46832,1.58359,0.81767,0.87387,0.00108947,0.00108947,0.00108947
14,352.646,1.71491,0.85954,0.89127,0.92033,0.87068,0.92332,0.42977,1.6791,0.83941,0.88219,0.00106118,0.00106118,0.00106118
15,376.406,1.69648,0.85258,0.88288,0.86287,0.89063,0.91005,0.39201,1.84456,0.89888,0.90544,0.00103288,0.00103288,0.00103288
16,400.615,1.72378,0.8693,0.88786,0.87934,0.81312,0.89255,0.38658,1.82566,0.95187,0.9037,0.00100459,0.00100459,0.00100459
17,425.169,1.69049,0.85013,0.88248,0.92586,0.85907,0.93986,0.44616,1.64119,0.82711,0.87243,0.000976293,0.000976293,0.000976293
18,449.697,1.65491,0.81784,0.87976,0.90666,0.87873,0.92552,0.43432,1.70231,0.82935,0.88336,0.000947999,0.000947999,0.000947999
19,473.403,1.63689,0.79959,0.87906,0.88848,0.86741,0.92225,0.42133,1.77781,0.8361,0.89032,0.000919704,0.000919704,0.000919704
20,497.658,1.63727,0.80963,0.88006,0.94236,0.89617,0.94118,0.4647,1.63727,0.77143,0.8783,0.00089141,0.00089141,0.00089141
21,521.81,1.6202,0.80522,0.87108,0.90504,0.86997,0.90778,0.40538,1.78676,0.845,0.89267,0.000863116,0.000863116,0.000863116
22,545.891,1.60777,0.78457,0.87118,0.94035,0.91242,0.94863,0.46332,1.64626,0.76965,0.87906,0.000834822,0.000834822,0.000834822
23,569.709,1.55774,0.77501,0.86476,0.91397,0.91416,0.95753,0.45651,1.69584,0.79562,0.87969,0.000806528,0.000806528,0.000806528
24,594.171,1.53837,0.74528,0.86329,0.92387,0.92559,0.94711,0.48101,1.59847,0.76886,0.87455,0.000778233,0.000778233,0.000778233
25,618.562,1.53352,0.75637,0.86204,0.9261,0.93078,0.9537,0.48549,1.56317,0.7787,0.86746,0.000749939,0.000749939,0.000749939
26,642.738,1.5392,0.73829,0.86882,0.92448,0.9204,0.94505,0.47987,1.59803,0.74952,0.8705,0.000721645,0.000721645,0.000721645
27,667.072,1.48283,0.73399,0.85924,0.91343,0.91003,0.94106,0.47425,1.6232,0.7707,0.8741,0.000693351,0.000693351,0.000693351
28,691.767,1.50607,0.7343,0.85983,0.9477,0.91043,0.95537,0.48756,1.57144,0.74921,0.86964,0.000665057,0.000665057,0.000665057
29,716.211,1.49088,0.72373,0.86265,0.92592,0.92579,0.94826,0.47885,1.59481,0.76262,0.86915,0.000636762,0.000636762,0.000636762
30,739.934,1.49478,0.71802,0.85266,0.92243,0.93866,0.95041,0.45392,1.69593,0.78717,0.88323,0.000608468,0.000608468,0.000608468
31,763.957,1.47609,0.71214,0.85708,0.9186,0.92898,0.94907,0.49131,1.55013,0.74593,0.86634,0.000580174,0.000580174,0.000580174
32,788.833,1.44152,0.69388,0.85309,0.9245,0.93046,0.94969,0.46989,1.64275,0.74698,0.87474,0.00055188,0.00055188,0.00055188
33,812.392,1.43706,0.69794,0.84814,0.93738,0.92488,0.95838,0.47185,1.58809,0.73656,0.873,0.000523586,0.000523586,0.000523586
34,836.851,1.43151,0.68225,0.85076,0.91925,0.92574,0.9487,0.50041,1.55624,0.73277,0.86642,0.000495291,0.000495291,0.000495291
35,866.267,1.44927,0.69354,0.85256,0.93022,0.91792,0.94589,0.48897,1.54436,0.72913,0.86235,0.000466997,0.000466997,0.000466997
36,890.414,1.39856,0.67482,0.83971,0.9238,0.92543,0.95283,0.49047,1.58497,0.723,0.87029,0.000438703,0.000438703,0.000438703
37,914.959,1.40396,0.68181,0.84782,0.92615,0.92123,0.95672,0.49012,1.56182,0.72932,0.86804,0.000410409,0.000410409,0.000410409
38,939.271,1.38115,0.65906,0.84383,0.93768,0.92904,0.96008,0.50238,1.52612,0.71892,0.86283,0.000382115,0.000382115,0.000382115
39,963.461,1.37568,0.65592,0.84494,0.9214,0.92897,0.95908,0.50148,1.52808,0.72101,0.86151,0.00035382,0.00035382,0.00035382
40,987.69,1.36768,0.65149,0.8393,0.93489,0.93386,0.95949,0.49639,1.57908,0.71522,0.87048,0.000325526,0.000325526,0.000325526
41,1014.65,1.33251,0.63869,0.85524,0.93151,0.90308,0.94415,0.49344,1.53804,0.70319,0.86512,0.000297232,0.000297232,0.000297232
42,1038.4,1.33229,0.63127,0.8531,0.94325,0.91503,0.95161,0.51145,1.54254,0.69972,0.86407,0.000268938,0.000268938,0.000268938
43,1066.78,1.28545,0.62403,0.84859,0.91683,0.91745,0.94278,0.50933,1.54892,0.70904,0.86395,0.000240644,0.000240644,0.000240644
44,1089.86,1.26959,0.60464,0.84123,0.91776,0.91885,0.94283,0.50591,1.53154,0.70658,0.86512,0.000212349,0.000212349,0.000212349
45,1113.77,1.25898,0.59457,0.8487,0.91825,0.92088,0.95529,0.51505,1.5218,0.69436,0.86322,0.000184055,0.000184055,0.000184055
46,1142.7,1.24405,0.59727,0.84002,0.92594,0.91933,0.95202,0.51794,1.51066,0.68646,0.86194,0.000155761,0.000155761,0.000155761
47,1168.53,1.2177,0.59083,0.84336,0.95204,0.89962,0.95085,0.51008,1.52839,0.68388,0.86546,0.000127467,0.000127467,0.000127467
48,1192.7,1.20729,0.57711,0.83933,0.94651,0.90517,0.95246,0.50104,1.53091,0.6867,0.86513,9.91726e-05,9.91726e-05,9.91726e-05
49,1216.58,1.18545,0.57344,0.83731,0.94523,0.89834,0.94769,0.50761,1.51731,0.68266,0.86353,7.08784e-05,7.08784e-05,7.08784e-05
50,1239.72,1.18547,0.56725,0.83772,0.95905,0.89143,0.95252,0.50912,1.5194,0.68199,0.86292,4.25842e-05,4.25842e-05,4.25842e-05
